"index","DR_NO","Date Rptd","DATE OCC","TIME OCC","AREA NAME","Crm Cd Desc","Vict Age","Vict Sex","Vict Descent","Weapon Desc","Status Desc","LOCATION"
"1749","221017933","2022-12-20T00:00:00.000","2021-06-01T00:00:00.000","1200","West Valley","THEFT OF IDENTITY","46","F","A","null","Invest Cont","5200    OTIS                         AV"
"1750","221511584","2022-06-27T00:00:00.000","2021-12-24T00:00:00.000","2300","N Hollywood","BATTERY - SIMPLE ASSAULT","42","M","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","11200    COVELLO                      ST"
"1751","220220396","2022-11-18T00:00:00.000","2021-03-30T00:00:00.000","0900","Rampart","THEFT OF IDENTITY","67","F","B","null","Invest Cont","500 N  KENMORE                      AV"
"1752","221213901","2022-06-15T00:00:00.000","2021-07-15T00:00:00.000","1200","77th Street","EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)","39","M","W","null","Invest Cont","700 E  79TH                         ST"
"1753","220216170","2022-09-03T00:00:00.000","2021-11-03T00:00:00.000","1200","Rampart","THEFT OF IDENTITY","41","F","H","null","Invest Cont","500 S  BONNIE BRAE                  ST"
"1754","220412930","2022-09-07T00:00:00.000","2021-11-15T00:00:00.000","2100","Hollenbeck","CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)","12","F","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","2700    WABASH                       AV"
"1755","231707162","2023-03-21T00:00:00.000","2021-01-26T00:00:00.000","1200","Devonshire","THEFT OF IDENTITY","55","M","W","null","Invest Cont","22500    MARILLA                      ST"
"1756","220710009","2022-06-03T00:00:00.000","2021-06-01T00:00:00.000","1340","Wilshire","THEFT OF IDENTITY","41","M","K","null","Invest Cont","1000    LE CLAIRE                    PL"
"1757","230911129","2023-06-28T00:00:00.000","2021-05-15T00:00:00.000","1200","Van Nuys","EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)","46","M","O","null","Invest Cont","14500    VICTORY                      BL"
"1758","220215493","2022-08-24T00:00:00.000","2021-02-08T00:00:00.000","0100","Rampart","THEFT OF IDENTITY","24","M","W","null","Invest Cont","1000    WILSHIRE                     BL"
"1759","230706364","2023-02-22T00:00:00.000","2021-08-06T00:00:00.000","1010","Wilshire","THEFT OF IDENTITY","36","M","A","null","Invest Cont","1000 S  RIDGELEY                     DR"
"1760","230309211","2023-04-11T00:00:00.000","2021-10-08T00:00:00.000","0930","Southwest","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","34","F","B","null","Invest Cont","4200    HALLDALE                     AV"
"1761","220217622","2022-09-28T00:00:00.000","2021-12-26T00:00:00.000","2030","Rampart","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","44","M","W","null","Invest Cont","600 N  BERENDO                      ST"
"1762","230906040","2023-02-22T00:00:00.000","2021-02-22T00:00:00.000","0001","Van Nuys","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","88","M","W","null","Invest Cont","5800    CEDROS                       AV"
"1763","222110874","2022-06-22T00:00:00.000","2021-12-12T00:00:00.000","0940","Topanga","THEFT OF IDENTITY","42","F","W","null","Invest Cont","23200    AETNA                        ST"
"1764","220313436","2022-07-08T00:00:00.000","2021-05-08T00:00:00.000","0955","Southwest","THEFT OF IDENTITY","45","M","B","null","Invest Cont","3900    NICOLET                      AV"
"1765","220714368","2022-09-22T00:00:00.000","2021-01-01T00:00:00.000","0810","Wilshire","THEFT OF IDENTITY","45","F","B","null","Invest Cont","1100 S  HUDSON                       AV"
"1766","220319405","2022-10-31T00:00:00.000","2021-12-21T00:00:00.000","0800","Southwest","BUNCO, GRAND THEFT","43","M","H","null","Invest Cont","1700 W  41ST                         DR"
"1767","222018612","2022-11-27T00:00:00.000","2021-08-29T00:00:00.000","2145","Olympic","THEFT OF IDENTITY","54","F","K","null","Invest Cont","400 S  VIRGIL                       AV"
"1768","221712895","2022-08-30T00:00:00.000","2021-05-14T00:00:00.000","1900","Devonshire","BURGLARY","56","M","B","null","Adult Arrest","21500    DEVONSHIRE                   ST"
"1769","220311687","2022-06-03T00:00:00.000","2021-01-01T00:00:00.000","0800","Southwest","THEFT OF IDENTITY","15","F","H","null","Invest Cont","1600 W  35TH                         PL"
"1770","221225701","2022-12-20T00:00:00.000","2021-05-03T00:00:00.000","1200","77th Street","THEFT OF IDENTITY","44","M","B","null","Invest Cont","6000 S  VAN NESS                     AV"
"1771","221609951","2022-06-29T00:00:00.000","2021-11-06T00:00:00.000","1630","Foothill","ROBBERY","41","M","H","RIFLE","Invest Cont","9200    RALSTON                      AV"
"1772","221711436","2022-07-14T00:00:00.000","2021-02-18T00:00:00.000","0001","Devonshire","THEFT OF IDENTITY","55","M","H","null","Invest Cont","10800    ANDORA                       AV"
"1773","230211395","2023-05-27T00:00:00.000","2021-11-30T00:00:00.000","1405","Rampart","THEFT OF IDENTITY","21","F","H","null","Invest Cont","4100    ROSEWOOD                     AV"
"1774","221014420","2022-09-24T00:00:00.000","2021-12-01T00:00:00.000","0800","West Valley","CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)","14","F","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","17000    HAYNES                       ST"
"1775","221218063","2022-08-16T00:00:00.000","2021-07-07T00:00:00.000","0001","77th Street","THEFT OF IDENTITY","50","F","H","null","Invest Cont","600 W  57TH                         ST"
"1776","222112205","2022-07-27T00:00:00.000","2021-01-01T00:00:00.000","0830","Topanga","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","57","M","W","null","Invest Cont","7300    DARNOCH                      WY"
"1777","221321450","2022-11-25T00:00:00.000","2021-11-01T00:00:00.000","2230","Newton","INTIMATE PARTNER - SIMPLE ASSAULT","31","M","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","MAPLE                        AV"
"1778","221217756","2022-08-11T00:00:00.000","2021-11-11T00:00:00.000","0001","77th Street","THEFT OF IDENTITY","42","M","B","null","Invest Cont","6100 S  HARCOURT                     AV"
"1779","231214161","2023-06-19T00:00:00.000","2021-11-20T00:00:00.000","1200","77th Street","THEFT OF IDENTITY","45","M","H","null","Invest Cont","1000 W  50TH                         ST"
"1780","231507353","2023-03-20T00:00:00.000","2021-08-21T00:00:00.000","1100","N Hollywood","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","50","M","W","null","Invest Cont","5400    RADFORD                      AV"
"1781","220516743","2022-12-06T00:00:00.000","2021-12-06T00:00:00.000","1535","Harbor","THEFT OF IDENTITY","35","F","H","null","Invest Cont","1400 N  BANNING                      BL"
"1782","221013560","2022-09-02T00:00:00.000","2021-07-16T00:00:00.000","1400","West Valley","BATTERY - SIMPLE ASSAULT","44","F","O","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","6300    BALBOA                       BL"
"1783","232106550","2023-03-09T00:00:00.000","2021-12-27T00:00:00.000","1200","Topanga","DOCUMENT FORGERY / STOLEN FELONY","63","F","W","null","Invest Cont","22100    VICTORY                      BL"
"1784","222015584","2022-10-08T00:00:00.000","2021-10-08T00:00:00.000","1100","Olympic","EXTORTION","22","F","H","VERBAL THREAT","Invest Cont","300 S  MARIPOSA                     AV"
"1785","221110188","2022-06-08T00:00:00.000","2021-04-15T00:00:00.000","1145","Northeast","BIKE - STOLEN","46","M","F","null","Invest Cont","2500    RIVERSIDE                    TR"
"1786","231108608","2023-05-03T00:00:00.000","2021-08-01T00:00:00.000","2200","Northeast","EXTORTION","51","M","H","VERBAL THREAT","Adult Other","1200 N  BERENDO                      ST"
"1787","221512657","2022-07-22T00:00:00.000","2021-12-07T00:00:00.000","0800","N Hollywood","THEFT OF IDENTITY","36","M","W","null","Invest Cont","5600    KLUMP                        AV"
"1788","230312521","2023-06-21T00:00:00.000","2021-03-01T00:00:00.000","1300","Southwest","THEFT PLAIN - PETTY ($950 & UNDER)","49","F","H","null","Invest Cont","3000 S  CLOVERDALE                   AV"
"1789","231904987","2023-01-25T00:00:00.000","2021-07-01T00:00:00.000","0700","Mission","CRIMINAL THREATS - NO WEAPON DISPLAYED","59","F","H","VERBAL THREAT","Adult Arrest","14200    VAN NUYS                     BL"
"1790","221917186","2022-11-21T00:00:00.000","2021-11-21T00:00:00.000","1215","Mission","THEFT PLAIN - PETTY ($950 & UNDER)","38","F","O","null","Invest Cont","CEDROS                       AV"
"1791","231211693","2023-05-10T00:00:00.000","2021-12-12T00:00:00.000","1330","77th Street","THEFT OF IDENTITY","58","F","H","null","Invest Cont","400 W  65TH                         ST"
"1792","221515418","2022-09-23T00:00:00.000","2021-09-22T00:00:00.000","0001","N Hollywood","DOCUMENT FORGERY / STOLEN FELONY","66","M","W","null","Invest Cont","4300    KRAFT                        AV"
"1793","230906407","2023-03-03T00:00:00.000","2021-06-26T00:00:00.000","0001","Van Nuys","CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)","4","F","W","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","5500    COLDWATER CA                 AV"
"1794","230211188","2023-05-24T00:00:00.000","2021-05-17T00:00:00.000","1200","Rampart","THEFT OF IDENTITY","33","M","W","null","Invest Cont","1000 N  MARIPOSA                     AV"
"1795","230909980","2023-05-30T00:00:00.000","2021-01-01T00:00:00.000","0800","Van Nuys","OTHER MISCELLANEOUS CRIME","27","M","O","null","Adult Other","13400    VICTORY                      BL"
"1796","231410478","2023-05-08T00:00:00.000","2021-10-20T00:00:00.000","1200","Pacific","THEFT OF IDENTITY","66","F","W","null","Invest Cont","3500    SAWTELLE                     BL"
"1797","222110630","2022-06-17T00:00:00.000","2021-08-24T00:00:00.000","1700","Topanga","BUNCO, GRAND THEFT","51","M","W","null","Invest Cont","21500    OXNARD                       ST"
"1798","231704303","2023-01-04T00:00:00.000","2021-10-01T00:00:00.000","1710","Devonshire","THEFT OF IDENTITY","27","F","H","null","Invest Cont","11300    BLUCHER                      AV"
"1799","221220041","2022-09-19T00:00:00.000","2021-04-07T00:00:00.000","1800","77th Street","BUNCO, GRAND THEFT","60","F","B","null","Invest Cont","5100    CIMARRON                     ST"
"1800","220318689","2022-10-18T00:00:00.000","2021-06-01T00:00:00.000","0001","Southwest","CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)","8","F","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","700 W  42ND                         PL"
"1801","221111892","2022-07-24T00:00:00.000","2021-01-01T00:00:00.000","0001","Northeast","THEFT OF IDENTITY","17","M","H","null","Invest Cont","3200    GLENHURST                    AV"
"1802","221611936","2022-08-31T00:00:00.000","2021-09-13T00:00:00.000","0504","Foothill","BUNCO, PETTY THEFT","65","M","X","null","Adult Other","8500    FOOTHILL                     BL"
"1803","221715820","2022-11-08T00:00:00.000","2021-11-01T00:00:00.000","1500","Devonshire","CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)","11","F","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","8500    LIMERICK                     AV"
"1804","230404842","2023-01-26T00:00:00.000","2021-09-25T00:00:00.000","1725","Hollenbeck","THEFT PLAIN - PETTY ($950 & UNDER)","23","F","W","null","Invest Cont","1600    MARENGO                      ST"
"1805","220916205","2022-11-16T00:00:00.000","2021-05-01T00:00:00.000","0800","Van Nuys","THEFT OF IDENTITY","34","F","W","null","Invest Cont","15000    MOORPARK                     ST"
"1806","222014186","2022-08-24T00:00:00.000","2021-03-23T00:00:00.000","1220","Olympic","THEFT OF IDENTITY","33","F","K","null","Invest Cont","2800    SUNSET                       PL"
"1807","220816354","2022-11-02T00:00:00.000","2021-12-01T00:00:00.000","0001","West LA","THEFT OF IDENTITY","62","M","W","null","Invest Cont","11600    MONTANA                      AV"
"1808","230306368","2023-02-15T00:00:00.000","2021-12-01T00:00:00.000","0001","Southwest","BUNCO, GRAND THEFT","83","M","B","null","Invest Cont","1800 W  MARTIN LUTHER KING JR        BL"
"1809","230805510","2023-02-02T00:00:00.000","2021-02-24T00:00:00.000","1000","West LA","THEFT OF IDENTITY","39","M","B","null","Invest Cont","1400 S  HOLT                         AV"
"1810","221217991","2022-08-19T00:00:00.000","2021-05-11T00:00:00.000","1200","77th Street","BUNCO, GRAND THEFT","60","F","B","null","Invest Cont","1700 W  FLORENCE                     AV"
"1811","221815573","2022-08-10T00:00:00.000","2021-01-20T00:00:00.000","1106","Southeast","BATTERY - SIMPLE ASSAULT","52","F","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","103RD"
"1812","221513304","2022-08-02T00:00:00.000","2021-04-28T00:00:00.000","1145","N Hollywood","THEFT OF IDENTITY","43","F","W","null","Invest Cont","4900    BILOXI                       AV"
"1813","221314370","2022-07-12T00:00:00.000","2021-12-16T00:00:00.000","0600","Newton","BURGLARY FROM VEHICLE","27","F","H","null","Invest Cont","300 E  WASHINGTON                   BL"
"1814","221012375","2022-08-03T00:00:00.000","2021-11-10T00:00:00.000","1200","West Valley","VIOLATION OF TEMPORARY RESTRAINING ORDER","32","F","H","null","Adult Arrest","19400    ELKWOOD                      ST"
"1815","220217209","2022-09-22T00:00:00.000","2021-04-06T00:00:00.000","0900","Rampart","THEFT OF IDENTITY","28","M","H","null","Invest Cont","600 N  VIRGIL                       AV"
"1816","220412242","2022-08-19T00:00:00.000","2021-12-21T00:00:00.000","1925","Hollenbeck","THEFT OF IDENTITY","63","F","H","null","Invest Cont","3000 E  5TH                          ST"
"1817","222117162","2022-11-28T00:00:00.000","2021-12-21T00:00:00.000","0001","Topanga","THEFT OF IDENTITY","53","F","W","null","Invest Cont","7500    CHAMINADE                    AV"
"1818","220612771","2022-07-05T00:00:00.000","2021-08-31T00:00:00.000","1200","Hollywood","BUNCO, GRAND THEFT","53","M","H","null","Invest Cont","1500    VINE                         ST"
"1819","222113647","2022-08-29T00:00:00.000","2021-08-28T00:00:00.000","0001","Topanga","THEFT OF IDENTITY","52","M","W","null","Invest Cont","7600    KENTLAND                     AV"
"1820","221917682","2022-12-07T00:00:00.000","2021-08-23T00:00:00.000","0440","Mission","THEFT OF IDENTITY","36","F","B","null","Invest Cont","9000    LANGDON                      AV"
"1821","220910235","2022-06-12T00:00:00.000","2021-09-01T00:00:00.000","1400","Van Nuys","BURGLARY","48","M","W","null","Invest Cont","15500    ERWIN                        ST"
"1822","220316111","2022-09-02T00:00:00.000","2021-08-30T00:00:00.000","0500","Southwest","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","26","M","B","null","Invest Cont","3900    HEPBURN                      AV"
"1823","232007807","2023-04-03T00:00:00.000","2021-07-15T00:00:00.000","0400","Olympic","BATTERY - SIMPLE ASSAULT","46","F","A","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","1000 S  CATALINA                     ST"
"1824","220127449","2022-12-31T00:00:00.000","2021-07-27T00:00:00.000","1220","Central","THEFT OF IDENTITY","25","M","C","null","Invest Cont","1100 S  GRAND                        AV"
"1825","220412993","2022-09-09T00:00:00.000","2021-01-01T00:00:00.000","0001","Hollenbeck","THEFT OF IDENTITY","52","M","H","null","Invest Cont","1900    PENNSYLVANIA                 AV"
"1826","221016787","2022-11-22T00:00:00.000","2021-09-08T00:00:00.000","1730","West Valley","CRIMINAL THREATS - NO WEAPON DISPLAYED","56","F","W","VERBAL THREAT","Invest Cont","18900    SATICOY                      ST"
"1827","231507063","2023-02-22T00:00:00.000","2021-02-18T00:00:00.000","0001","N Hollywood","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","60","F","W","null","Invest Cont","10700    COLLINS                      ST"
"1828","220816365","2022-11-03T00:00:00.000","2021-11-20T00:00:00.000","1400","West LA","BATTERY - SIMPLE ASSAULT","60","M","W","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","2400    NALIN                        DR"
"1829","230805169","2023-01-28T00:00:00.000","2021-01-01T00:00:00.000","0001","West LA","DOCUMENT FORGERY / STOLEN FELONY","95","M","W","null","Invest Cont","500    WARNER                       AV"
"1830","231605842","2023-02-17T00:00:00.000","2021-02-02T00:00:00.000","1135","Foothill","THEFT OF IDENTITY","58","F","H","null","Invest Cont","12600    VAN NUYS                     BL"
"1831","220314981","2022-08-11T00:00:00.000","2021-10-11T00:00:00.000","2230","Southwest","THEFT PLAIN - PETTY ($950 & UNDER)","32","F","B","null","Invest Cont","3000    CRENSHAW                     BL"
"1832","221609541","2022-06-16T00:00:00.000","2021-06-01T00:00:00.000","1200","Foothill","THEFT OF IDENTITY","55","F","W","null","Invest Cont","8700    NORRIS                       AV"
"1833","230707441","2023-03-21T00:00:00.000","2021-07-01T00:00:00.000","0800","Wilshire","THEFT OF IDENTITY","54","M","B","null","Invest Cont","1400 S  HAYWORTH                     AV"
"1834","231305308","2023-01-27T00:00:00.000","2021-01-01T00:00:00.000","2300","Newton","CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)","12","F","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","200 E  47TH                         ST"
